customer_name,contact_name,lat,lng,tags
Clearwater,Clearwater,37.5027959,-97.5044921,KS
Colwich,Colwich,37.7791785,-97.5364351,KS
Cheney,Cheney,37.6300146,-97.7825513,KS
Andale,Andale,37.790567,-97.629492,KS
Bentley,Bentley,37.8861228,-97.516988,KS
Haysville,Haysville,37.5644615,-97.3522675,KS
Derby,Derby,37.5455735,-97.2689331,KS
Harrisburg,Harrisburg,37.7383812,-88.540607,IL
Buffalo,Buffalo,37.6439289,-93.0924093,MO
Altenburg,Altenburg,37.6308839,-89.5853764,MO
Conway,Conway,37.5019888,-92.8210097,MO
Creal Springs,Creal Springs,37.6194946,-88.8367311,IL
Carterville,Carterville,37.7600501,-89.0772991,IL
Herrin,Herrin,37.8031056,-89.0275744,IL
Hurst,Hurst,37.8331059,-89.1428573,IL
Bolivar,Bolivar,37.6144838,-93.4104749,MO
Humansville,Humansville,37.7944806,-93.5779815,MO
Byers,Byers,37.7875166,-98.8670407,KS
Coats,Coats,37.5119639,-98.8242617,KS
Cullison,Cullison,37.6305738,-98.9053762,KS
Annapolis,Annapolis,37.3603272,-90.6976197,MO
Arcadia,Arcadia,37.5881058,-90.6290109,MO
Cunningham,Cunningham,37.6439067,-98.4311883,KS
Buffalo,Buffalo,37.7097669,-95.6974822,KS
Coyville,Coyville,37.6861525,-95.8974859,KS
Altoona,Altoona,37.5239434,-95.6613696,KS
Benedict,Benedict,37.6253267,-95.7505373,KS
Cherokee,Cherokee,37.3458874,-94.8088504,KS
Arcadia,Arcadia,37.6419893,-94.6238481,KS
Arma,Arma,37.5439358,-94.7002395,KS
Hepler,Hepler,37.661157,-94.9683048,KS
Grenola,Grenola,37.3486427,-96.4505641,KS
Howard,Howard,37.4703117,-96.2636066,KS
Bunker,Bunker,37.4556019,-91.2095758,MO
Centerville,Centerville,37.4350477,-90.9584571,MO
Cape Girardeau,Cape Girardeau,37.3058839,-89.5181476,MO
Delta,Delta,37.1967187,-89.7362026,MO
Cabool,Cabool,37.123941,-92.1012678,MO
Houston,Houston,37.3261588,-91.955988,MO
Anna,Anna,37.4603274,-89.2470282,IL
Hartville,Hartville,37.2508838,-92.5104447,MO
Burden,Burden,37.3128025,-96.7541973,KS
Cambridge,Cambridge,37.3161377,-96.6644686,KS
Atlanta,Atlanta,37.4364104,-96.7647517,KS
Dexter,Dexter,37.1772513,-96.7144722,KS
Conway Springs,Conway Springs,37.3902975,-97.6422723,KS
Argonia,Argonia,37.265854,-97.7656092,KS
Belle Plaine,Belle Plaine,37.3939098,-97.281155,KS
Hunnewell,Hunnewell,37.0050268,-97.4047679,KS
Ashland,Ashland,37.1886376,-99.7656834,KS
Hardtner,Hardtner,37.0139169,-98.6495279,KS
Hazelton,Hazelton,37.090303,-98.3984073,KS
Ash Grove,Ash Grove,37.3153257,-93.5852004,MO
Battlefield,Battlefield,37.1156073,-93.3701899,MO
Birch Tree,Birch Tree,36.9911648,-91.4926376,MO
Hugoton,Hugoton,37.1753025,-101.3496025,KS
Havana,Havana,37.091735,-95.9419271,KS
Dearing,Dearing,37.0586882,-95.713312,KS
Danville,Danville,37.286131,-97.8920016,KS
Attica,Attica,37.2414101,-98.226735,KS
Bluff City,Bluff City,37.0764125,-97.8750572,KS
Coldwater,Coldwater,37.2689131,-99.3267808,KS
Altamont,Altamont,37.1903448,-95.2971928,KS
Bartlett,Bartlett,37.0547927,-95.2107992,KS
Carl Junction,Carl Junction,37.1767249,-94.5655066,MO
Carterville,Carterville,37.1492253,-94.4430032,MO
Carthage,Carthage,37.176447,-94.3102228,MO
Carytown,Carytown,37.2661665,-94.3093911,MO
Alba,Alba,37.2383894,-94.4174489,MO
Asbury,Asbury,37.2744997,-94.6055102,MO
Cairo,Cairo,37.0053293,-89.1764608,IL
Cedar Vale,Cedar Vale,37.1042039,-96.5000112,KS
Chautauqua,Chautauqua,37.0203354,-96.1766559,KS
Aurora,Aurora,36.970891,-93.717979,MO
Chaffee,Chaffee,37.1800513,-89.6550896,MO
Benton,Benton,37.0978279,-89.5625848,MO
Advance,Advance,37.1044958,-89.9106494,MO
Bell City,Bell City,37.0236611,-89.8198098,MO
Bernie,Bernie,36.6689446,-89.9687021,MO
Bloomfield,Bloomfield,36.8858853,-89.9292572,MO
Dexter,Dexter,36.7958866,-89.9578688,MO
Clever,Clever,37.0303327,-93.4729712,MO
Billings,Billings,37.0675544,-93.5521411,MO
Highlandville,Highlandville,36.9328335,-93.2804626,MO
Ava,Ava,36.951999,-92.6604457,MO
Charleston,Charleston,36.9208854,-89.350631,MO
Bertrand,Bertrand,36.9094963,-89.4525775,MO
Brandsville,Brandsville,36.6503384,-91.690145,MO
Crane,Crane,36.9053361,-93.5715839,MO
Branson West,Branson West,36.6970059,-93.3693524,MO
Hurley,Hurley,36.9314462,-93.4990821,MO
Cassville,Cassville,36.6770111,-93.868811,MO
Alton,Alton,36.6942252,-91.3993039,MO
Canalou,Canalou,36.7550547,-89.6870261,MO
Howardville,Howardville,36.5681157,-89.6006344,MO
Doniphan,Doniphan,36.6208917,-90.8234551,MO
Branson,Branson,36.6436731,-93.2185144,MO
Hollister,Hollister,36.6211735,-93.2154588,MO
Anderson,Anderson,36.650627,-94.44355,MO
Clarkton,Clarkton,36.4517276,-89.9670353,MO
Campbell,Campbell,36.4933927,-90.0750949,MO
Cardwell,Cardwell,36.0470133,-90.2928776,MO
Arbyrd,Arbyrd,36.0509021,-90.2387092,MO
Holcomb,Holcomb,36.3992284,-90.0237041,MO
Hornersville,Hornersville,36.0417362,-90.1139827,MO
Cooter,Cooter,36.0467382,-89.8100835,MO
Caruthersville,Caruthersville,36.1931245,-89.6556353,MO
Hayti,Hayti,36.233679,-89.7495272,MO
Hayti Heights,Hayti Heights,36.2339566,-89.7695279,MO
Homestown,Homestown,36.3320093,-89.825919,MO
Baudette,Baudette,48.7124737,-94.5999299,MN
West Ishpeming,West Ishpeming,46.4835473,-87.7009688,MI
West Monroe,West Monroe,41.9139344,-83.4315997,MI
Woodland Beach,Woodland Beach,41.9400451,-83.3132639,MI
Karlstad,Karlstad,48.5774764,-96.5205968,MN
Kennedy,Kennedy,48.641925,-96.9089482,MN
Lake Bronson,Lake Bronson,48.7355342,-96.6628218,MN
Lancaster,Lancaster,48.8583146,-96.8042148,MN
Greenbush,Greenbush,48.7005324,-96.1816816,MN
Northome,Northome,47.872456,-94.2805032,MN
Mizpah,Mizpah,47.9241227,-94.2038304,MN
International Falls,International Falls,48.6010491,-93.4109824,MN
Duluth,Duluth,46.7832731,-92.1065787,MN
Ely,Ely,47.9032372,-91.8670873,MN
Eveleth,Eveleth,47.4624279,-92.5399063,MN
Floodwood,Floodwood,46.9291095,-92.9196483,MN
Gilbert,Gilbert,47.4888156,-92.4649052,MN
McKinley,McKinley,47.5127038,-92.4110144,MN
Meadowlands,Meadowlands,47.0718839,-92.7324165,MN
Mountain Iron,Mountain Iron,47.5324267,-92.623515,MN
Iron Junction,Iron Junction,47.4188186,-92.6035183,MN
Kinney,Kinney,47.5140948,-92.7307369,MN
Leonidas,Leonidas,47.4615949,-92.5718506,MN
Newfolden,Newfolden,48.3555288,-96.330037,MN
Middle River,Middle River,48.4341394,-96.1641892,MN
Funkley,Funkley,47.7835661,-94.431348,MN
Kelliher,Kelliher,47.9416249,-94.4482903,MN
East Grand Forks,East Grand Forks,47.9299789,-97.0245211,MN
Erskine,Erskine,47.6674624,-96.0100373,MN
Fertile,Fertile,47.5360765,-96.2803328,MN
Fisher,Fisher,47.8002518,-96.8014624,MN
Fosston,Fosston,47.5763481,-95.751415,MN
McIntosh,McIntosh,47.6369051,-95.8864205,MN
Mentor,Mentor,47.6982979,-96.1411553,MN
Nielsville,Nielsville,47.5274734,-96.8150788,MN
Lengby,Lengby,47.5157917,-95.6358568,MN
Goodridge,Goodridge,48.1432965,-95.809459,MN
Gonvick,Gonvick,47.7374567,-95.5136248,MN
Leonard,Leonard,47.6519,-95.2722308,MN
Oklee,Oklee,47.8391273,-95.8544701,MN
Effie,Effie,47.84022,-93.6429682,MN
Grand Rapids,Grand Rapids,47.2371658,-93.5302142,MN
Marble,Marble,47.320494,-93.2985356,MN
Nashwauk,Nashwauk,47.3802136,-93.168252,MN
Keewatin,Keewatin,47.3996565,-93.0724153,MN
La Prairie,La Prairie,47.2282763,-93.4891022,MN
Gary,Gary,47.3713527,-96.2675572,MN
East Gull Lake,East Gull Lake,46.4080226,-94.3558353,MN
Federal Dam,Federal Dam,47.2452326,-94.2110744,MN
Lake Shore,Lake Shore,46.5091649246,-94.3394276863,MN
Nevis,Nevis,46.9652363,-94.8394565,MN
Laporte,Laporte,47.2138445,-94.7541683,MN
Frazee,Frazee,46.7280146,-95.7008776,MN
Ogema,Ogema,47.1027376,-95.9250454,MN
Lake Park,Lake Park,46.8863481,-96.0945002,MN
Felton,Felton,47.0785744,-96.5064593,MN
Georgetown,Georgetown,47.0799667,-96.7942458,MN
Glyndon,Glyndon,46.8752396,-96.5789626,MN
Moorhead,Moorhead,46.8738524,-96.7675807,MN
McGrath,McGrath,46.2399483,-93.2724498,MN
McGregor,McGregor,46.6066151,-93.313842,MN
Menahga,Menahga,46.753848,-95.0980798,MN
Nimrod,Nimrod,46.638849,-94.8808507,MN
Emily,Emily,46.7310714,-93.9580296,MN
Fifty Lakes,Fifty Lakes,46.7408404119,-94.0506615584,MN
Fort Ripley,Fort Ripley,46.1660777,-94.3602807,MN
Garrison,Garrison,46.2944038,-93.8269216,MN
Nisswa,Nisswa,46.5205224,-94.288609,MN
Ironton,Ironton,46.4774631,-93.9777621,MN
Jenkins,Jenkins,46.646074,-94.3347171,MN
Moose Lake,Moose Lake,46.454113,-92.7618662,MN
Kettle River,Kettle River,46.4916126,-92.877983,MN
Elizabeth,Elizabeth,46.3796817,-96.1292258,MN
Erhard,Erhard,46.485515,-96.0986685,MN
Fergus Falls,Fergus Falls,46.2830152,-96.0775581,MN
New York Mills,New York Mills,46.5180161,-95.3761465,MN
Foxhome,Foxhome,46.2771818,-96.3100654,MN
Nashua,Nashua,46.0374599,-96.3081192,MN
Kent,Kent,46.4363493,-96.6847986,MN
Finlayson,Finlayson,46.2016136,-92.9160349,MN
Kerrick,Kerrick,46.3388339,-92.5857518,MN
Eagle Bend,Eagle Bend,46.1649633,-95.0391936,MN
Elmdale,Elmdale,45.8332987,-94.4925055,MN
Flensburg,Flensburg,45.9552432,-94.5350089,MN
Genola,Genola,45.9602431,-94.1163796,MN
Motley,Motley,46.3366315,-94.646125,MN
Lastrup,Lastrup,46.0394091,-94.0633217,MN
Foreston,Foreston,45.7344117,-93.7105223,MN
Milaca,Milaca,45.755799,-93.6544079,MN
Isle,Isle,46.138011,-93.4707924,MN
Grasston,Grasston,45.7946814,-93.1491067,MN
Ogilvie,Ogilvie,45.8321825,-93.4263416,MN
Mora,Mora,45.8769031,-93.2938352,MN
Elbow Lake,Elbow Lake,45.9941268,-95.9767205,MN
Norcross,Norcross,45.8691273,-96.19756,MN
Evansville,Evansville,46.0041275,-95.682824,MN
Forada,Forada,45.7921841,-95.3555925,MN
Garfield,Garfield,45.9407944,-95.4919866,MN
Nelson,Nelson,45.8894074,-95.2642005,MN
Millerville,Millerville,46.0674611,-95.5625433,MN
Miltona,Miltona,46.0441295,-95.2914238,MN
Kensington,Kensington,45.7780151,-95.6961587,MN
Dumont,Dumont,45.7157948,-96.4258971,MN
Foley,Foley,45.6646892,-93.9097009,MN
Gilman,Gilman,45.735245,-93.9491479,MN
Elrosa,Elrosa,45.5627429,-94.9472391,MN
Freeport,Freeport,45.6627428,-94.6900104,MN
Greenwald,Greenwald,45.6016317,-94.8600149,MN
Meire Grove,Meire Grove,45.6296872,-94.8691827,MN
Melrose,Melrose,45.6746873,-94.8075152,MN
New Munich,New Munich,45.6302427,-94.7536231,MN
Kimball,Kimball,45.3124642,-94.3002666,MN
Lake Henry,Lake Henry,45.4605202,-94.7963976,MN
Morris,Morris,45.5860721,-95.9139406,MN
Farwell,Farwell,45.7521819,-95.6172677,MN
Glenwood,Glenwood,45.6502394,-95.3897582,MN
Isanti,Isanti,45.4902416,-93.2477276,MN
North Branch,North Branch,45.5113515,-92.9802176,MN
Graceville,Graceville,45.5691298,-96.4345058,MN
Odessa,Odessa,45.2596872,-96.3289432,MN
Johnson,Johnson,45.5727408,-96.295337,MN
Elk River,Elk River,45.3038538,-93.5671825,MN
Monticello,Monticello,45.3055202,-93.7941378,MN
Montrose,Montrose,45.0649634,-93.9110814,MN
East Bethel,East Bethel,45.3431660387,-93.2348855124,MN
Fridley,Fridley,45.0860765,-93.2632821,MN
Oak Grove,Oak Grove,45.3407981,-93.326897,MN
Lexington,Lexington,45.1424659,-93.1632794,MN
New London,New London,45.3010756,-94.9441773,MN
Kandiyohi,Kandiyohi,45.1321856,-94.9311166,MN
Lake Lillian,Lake Lillian,44.9435732,-94.8799994,MN
Murdock,Murdock,45.2238494,-95.3933582,MN
Kerkhoven,Kerkhoven,45.1930165,-95.3205768,MN
Eden Valley,Eden Valley,45.3260745,-94.5461074,MN
Kingston,Kingston,45.1969081,-94.3133199,MN
Forest Lake,Forest Lake,45.2788561,-92.9852184,MN
Grant,Grant,45.084411,-92.9104908,MN
Marine on Saint Croix,Marine on Saint Croix,45.1980556,-92.7711111,MN
Newport,Newport,44.8663552,-93.0004919,MN
Oak Park Heights,Oak Park Heights,45.0313559,-92.7929842,MN
Oakdale,Oakdale,44.9630216,-92.9649361,MN
Lake Elmo,Lake Elmo,44.9957998,-92.8793768,MN
Lake Saint Croix Beach,Lake Saint Croix Beach,44.9208007,-92.7668701,MN
Lakeland,Lakeland,44.9563563,-92.7657594,MN
Lakeland Shores,Lakeland Shores,44.948023,-92.7640925,MN
Landfall,Landfall,44.9507993,-92.9766032,MN
Marietta,Marietta,45.0082974,-96.4175513,MN
Nassau,Nassau,45.0663534,-96.4397751,MN
Eden Prairie,Eden Prairie,44.8546856,-93.470786,MN
Edina,Edina,44.8896866,-93.3499489,MN
Excelsior,Excelsior,44.9032963,-93.5663455,MN
Golden Valley,Golden Valley,45.0096869,-93.349117,MN
Greenfield,Greenfield,45.1032966,-93.6913527,MN
Medicine Lake,Medicine Lake,44.9952419,-93.4155079,MN
Medina,Medina,45.0352411,-93.5824586,MN
Mound,Mound,44.9366295,-93.6660719,MN
New Hope,New Hope,45.0380201,-93.3866185,MN
Minneapolis,Minneapolis,44.9799654,-93.2638361,MN
Minnetonka,Minnetonka,44.9291722638,-93.482843371,MN
Minnetonka Beach,Minnetonka Beach,44.9396852,-93.5766241,MN
Minnetrista,Minnetrista,44.9257324459,-93.7272203726,MN
Independence,Independence,45.0252407,-93.7074634,MN
Maynard,Maynard,44.9069025,-95.4689074,MN
Milan,Milan,45.1085708,-95.9133706,MN
Montevideo,Montevideo,44.942457,-95.7236371,MN
Falcon Heights,Falcon Heights,44.9916323,-93.166333,MN
Gem Lake,Gem Lake,45.057466,-93.0324403,MN
Mounds View,Mounds View,45.1049656,-93.2085582,MN
New Brighton,New Brighton,45.0655212,-93.2018908,MN
North Oaks,North Oaks,45.102744,-93.0791092,MN
North Saint Paul,North Saint Paul,45.0124657,-92.9918828,MN
Lauderdale,Lauderdale,44.9985767,-93.2057789,MN
Glencoe,Glencoe,44.769129,-94.1516424,MN
Lester Prairie,Lester Prairie,44.8838514,-94.0416389,MN
Mayer,Mayer,44.8849625,-93.8877453,MN
New Germany,New Germany,44.8841292,-93.9705255,MN
Norwood Young America,Norwood Young America,44.7735732,-93.9216348,MN
Echo,Echo,44.6169018,-95.4175104,MN
Granite Falls,Granite Falls,44.8099575,-95.5455752,MN
Eagan,Eagan,44.8041322,-93.1668858,MN
Farmington,Farmington,44.6402434,-93.1435497,MN
Mendota,Mendota,44.8871878,-93.1643869,MN
Mendota Heights,Mendota Heights,44.8835768,-93.1382749,MN
New Trier,New Trier,44.601356,-92.934097,MN
Miesville,Miesville,44.6005227,-92.8129802,MN
Inver Grove Heights,Inver Grove Heights,44.8480218,-93.0427153,MN
Lakeville,Lakeville,44.6496868,-93.24272,MN
Fairfax,Fairfax,44.5291291,-94.7208211,MN
Franklin,Franklin,44.5282947,-94.8805473,MN
Morton,Morton,44.5513496,-94.9844392,MN
Elko New Market,Elko New Market,44.5647222,-93.3269444,MN
Jordan,Jordan,44.6669074,-93.6269014,MN
Gaylord,Gaylord,44.5530201,-94.220531,MN
Gibbon,Gibbon,44.5338518,-94.5263709,MN
Green Isle,Green Isle,44.6791292,-94.008304,MN
New Auburn,New Auburn,44.6735743,-94.2296994,MN
Goodhue,Goodhue,44.4005221,-92.6238028,MN
Kenyon,Kenyon,44.2721868,-92.9854841,MN
Milroy,Milroy,44.4177344,-95.5533445,MN
Morgan,Morgan,44.4169049,-94.9255465,MN
Lamberton,Lamberton,44.2310677,-95.2641639,MN
Ivanhoe,Ivanhoe,44.4632982,-96.247263,MN
Lake Benton,Lake Benton,44.261079,-96.287539,MN
Florence,Florence,44.2371877,-96.0519726,MN
Garvin,Garvin,44.2144045,-95.755848,MN
Ghent,Ghent,44.5127379,-95.8911373,MN
Marshall,Marshall,44.4469033,-95.7883541,MN
Minneota,Minneota,44.5588502,-95.9855862,MN
Elysian,Elysian,44.1985771,-93.673838,MN
New Prague,New Prague,44.5432966,-93.5760652,MN
Montgomery,Montgomery,44.4388525,-93.5813413,MN
Kasota,Kasota,44.2924667,-93.9649575,MN
Kilkenny,Kilkenny,44.3132973,-93.5741156,MN
Le Center,Le Center,44.3894097,-93.7302337,MN
Le Sueur,Le Sueur,44.4613535,-93.9152421,MN
Dundas,Dundas,44.4294089,-93.2018826,MN
Faribault,Faribault,44.2949637,-93.268827,MN
Nerstrand,Nerstrand,44.3419094,-93.0679881,MN
Northfield,Northfield,44.4582983,-93.161604,MN
Morristown,Morristown,44.2271852,-93.4446652,MN
Evan,Evan,44.3541274,-94.8413766,MN
New Ulm,New Ulm,44.3124626,-94.4605287,MN
Nicollet,Nicollet,44.2760774,-94.1874633,MN
North Mankato,North Mankato,44.1732996,-94.0338451,MN
Lafayette,Lafayette,44.4466306,-94.3952541,MN
Elgin,Elgin,44.1302435,-92.2515588,MN
Mazeppa,Mazeppa,44.2730219,-92.5449085,MN
Millville,Millville,44.244689,-92.295731,MN
Minneiska,Minneiska,44.1949642,-91.8718246,MN
Kellogg,Kellogg,44.3085769,-91.9957204,MN
Eagle Lake,Eagle Lake,44.1649669,-93.8813419,MN
Good Thunder,Good Thunder,44.0046863,-94.0657885,MN
Lake Crystal,Lake Crystal,44.1057973,-94.2188494,MN
Edgerton,Edgerton,43.8724681,-96.1286369,MN
Jasper,Jasper,43.8499711,-96.3986493,MN
Fulda,Fulda,43.8705186,-95.6002856,MN
Iona,Iona,43.91552,-95.7841805,MN
Lake Wilson,Lake Wilson,43.9966325,-95.952797,MN
Ellendale,Ellendale,43.8727383,-93.3013213,MN
Medford,Medford,44.1741299,-93.2463242,MN
Kasson,Kasson,44.0299639,-92.7507445,MN
New Richland,New Richland,43.8938493,-93.4938287,MN
Janesville,Janesville,44.116078,-93.7080044,MN
Eyota,Eyota,43.9882976,-92.2284982,MN
Mountain Lake,Mountain Lake,43.938846,-94.9297089,MN
Jeffers,Jeffers,44.0557904,-95.1966602,MN
Elba,Elba,44.0885748,-92.0187721,MN
Goodview,Goodview,44.0624631,-91.6957056,MN
Lewiston,Lewiston,43.9844072,-91.8693205,MN
Odin,Odin,43.8663451,-94.7427574,MN
La Salle,La Salle,44.0707924,-94.5696936,MN
Lewisville,Lewisville,43.9232913,-94.4374659,MN
Kenneth,Kenneth,43.7535785,-96.0725233,MN
Dundee,Dundee,43.8469059,-95.4669479,MN
Ellsworth,Ellsworth,43.518023,-96.018356,MN
Kinbrae,Kinbrae,43.8257951,-95.4872265,MN
Emmons,Emmons,43.501899,-93.4882675,MN
Freeborn,Freeborn,43.7657901,-93.5641078,MN
Geneva,Geneva,43.8232933,-93.2677081,MN
Glenville,Glenville,43.5724572,-93.2813175,MN
Myrtle,Myrtle,43.5644039,-93.1635346,MN
Elkton,Elkton,43.6627418,-92.7085153,MN
Grand Meadow,Grand Meadow,43.7057964,-92.5721206,MN
Le Roy,Le Roy,43.5096875,-92.5037864,MN
Eitzen,Eitzen,43.5080273,-91.4615282,MN
La Crescent,La Crescent,43.8280216,-91.3040274,MN
Fountain,Fountain,43.7399639,-92.1362717,MN
Lanesboro,Lanesboro,43.7207974,-91.9768224,MN
Okabena,Okabena,43.739404,-95.3158321,MN
Jackson,Jackson,43.6207916,-94.9886022,MN
Lakefield,Lakefield,43.6774593,-95.1716615,MN
Easton,Easton,43.7657885,-93.9010639,MN
Elmore,Elmore,43.5049556,-94.0880153,MN
Frost,Frost,43.5863438,-93.9266201,MN
Minnesota Lake,Minnesota Lake,43.8419036,-93.8318949,MN
Kiester,Kiester,43.5363429,-93.7121663,MN
Dunnell,Dunnell,43.5594009,-94.7744283,MN
Fairmont,Fairmont,43.6521775,-94.4610832,MN
Granada,Granada,43.6955106,-94.3477458,MN
Northrop,Northrop,43.7363438,-94.4363592,MN
Forest City,Forest City,43.2624559,-93.6371591,IA
Lake Mills,Lake Mills,43.419399,-93.5332681,IA
Leland,Leland,43.3371775,-93.6352157,IA
Fenton,Fenton,43.2196851,-94.4305282,IA
Lakota,Lakota,43.3771807,-94.0938478,IA
Ledyard,Ledyard,43.4216242,-94.1621842,IA
Okoboji,Okoboji,43.3863521,-95.1483293,IA
Milford,Milford,43.3246863,-95.149996,IA
Lake Park,Lake Park,43.45552,-95.3208337,IA
Estherville,Estherville,43.4016255,-94.832764,IA
Fertile,Fertile,43.2644001,-93.418263,IA
Grafton,Grafton,43.3299641,-93.0693679,IA
Northwood,Northwood,43.4441245,-93.2210371,IA
Joice,Joice,43.362733,-93.4538203,IA
Kensett,Kensett,43.3535696,-93.2104815,IA
Melvin,Melvin,43.2874718,-95.609178,IA
Ocheyedan,Ocheyedan,43.4160783,-95.5347302,IA
McIntire,McIntire,43.4358006,-92.5937915,IA
Mitchell,Mitchell,43.321914,-92.8676954,IA
George,George,43.3438624,-96.0022431,IA
Inwood,Inwood,43.3072022,-96.4319799,IA
Larchwood,Larchwood,43.4535862,-96.434205,IA
Lester,Lester,43.4384827514,-96.3298907044,IA
Elma,Elma,43.2466362,-92.4360102,IA
New Albin,New Albin,43.4966397,-91.2895783,IA
Lansing,Lansing,43.3621985,-91.2165203,IA
Fort Atkinson,Fort Atkinson,43.1433068,-91.9326637,IA
Jackson Junction,Jackson Junction,43.1149734,-92.0323907,IA
Granville,Granville,42.9855403,-95.8736256,IA
Matlock,Matlock,43.2438658,-95.9352966,IA
Maurice,Maurice,42.9663763,-96.1805771,IA
Ireton,Ireton,42.97471,-96.3183585,IA
Meservey,Meservey,42.9127442,-93.4782612,IA
Garner,Garner,43.1024603,-93.6018782,IA
Goodell,Goodell,42.9230219,-93.6163218,IA
Kanawha,Kanawha,42.9377443,-93.7932746,IA
Klemme,Klemme,43.0069077,-93.6029884,IA
Emmetsburg,Emmetsburg,43.1127427,-94.6830357,IA
Graettinger,Graettinger,43.2377381,-94.7513713,IA
Everly,Everly,43.1599712,-95.3275015,IA
Fostoria,Fostoria,43.2421877,-95.1555519,IA
Gillett Grove,Gillett Grove,43.0158045,-95.03749,IA
Greenville,Greenville,43.01664,-95.1461046,IA
Fredericksburg,Fredericksburg,42.9652548,-92.1996196,IA
Nashua,Nashua,42.9527536,-92.5362956,IA
New Hampton,New Hampton,43.0591412,-92.3176768,IA
North Washington,North Washington,43.1180284,-92.4168452,IA
Ionia,Ionia,43.0341414,-92.4560143,IA
Lawler,Lawler,43.0705301,-92.1501723,IA
Floyd,Floyd,43.1277502,-92.7363031,IA
Marble Rock,Marble Rock,42.965249,-92.8685276,IA
Nora Springs,Nora Springs,43.1427467,-93.0043669,IA
Elgin,Elgin,42.9574811,-91.6307065,IA
Maynard,Maynard,42.7738712,-91.88239,IA
Oelwein,Oelwein,42.6733171,-91.9135036,IA
Edgewood,Edgewood,42.6444313,-91.4012515,IA
Elkader,Elkader,42.8538739,-91.4054159,IA
Elkport,Elkport,42.7397104,-91.2779108,IA
Farmersburg,Farmersburg,42.9610957,-91.3679144,IA
Garber,Garber,42.7419328,-91.2620768,IA
Garnavillo,Garnavillo,42.8685981,-91.2359644,IA
Marquette,Marquette,43.0444284,-91.1781855,IA
McGregor,McGregor,43.018318,-91.1826299,IA
North Buena Vista,North Buena Vista,42.6797163,-90.9565172,IA
Millville,Millville,42.6999921,-91.0742964,IA
Monona,Monona,43.0516494,-91.3893041,IA
Gordon,Gordon,42.8047197,-102.203218,NE
Merrill,Merrill,42.7197133,-96.2486357,IA
Kingsley,Kingsley,42.588324,-95.9675165,IA
Le Mars,Le Mars,42.7941567,-96.1655778,IA
Newell,Newell,42.6055342,-95.002767,IA
Lakeside,Lakeside,42.6213691,-95.1733278,IA
Marcus,Marcus,42.8258195,-95.8075134,IA
Meriden,Meriden,42.794706,-95.6344537,IA
Larrabee,Larrabee,42.8608139,-95.5452848,IA
Fonda,Fonda,42.5813667,-94.8460957,IA
Gilmore City,Gilmore City,42.7294176,-94.4477507,IA
Laurens,Laurens,42.8466398,-94.8519296,IA
Dows,Dows,42.6566418,-93.50104,IA
Eagle Grove,Eagle Grove,42.664138,-93.9043905,IA
Galt,Galt,42.6935845,-93.6054878,IA
Goldfield,Goldfield,42.7358045,-93.92078,IA
Geneva,Geneva,42.6755308,-93.1293667,IA
Latimer,Latimer,42.7633056,-93.3682594,IA
Dumont,Dumont,42.7519182,-92.975474,IA
Greene,Greene,42.8958066,-92.8024158,IA
New Hartford,New Hartford,42.5669261,-92.6221368,IA
Frederika,Frederika,42.8816454,-92.3082344,IA
Janesville,Janesville,42.6460934,-92.4629637,IA
Laurel,Laurel,42.4294449,-97.0897704,NE
Durango,Durango,42.5602775,-90.7756829,IA
Dyersville,Dyersville,42.4844404,-91.1229136,IA
Epworth,Epworth,42.4450016,-90.9320766,IA
Farley,Farley,42.4427782,-91.0062451,IA
Graf,Graf,42.4930565,-90.8712406,IA
New Vienna,New Vienna,42.5480503,-91.1143005,IA
Dundee,Dundee,42.5791517,-91.5465384,IA
Earlville,Earlville,42.4816589,-91.2723626,IA
Greeley,Greeley,42.5858221,-91.3415286,IA
Masonville,Masonville,42.4794303,-91.5912669,IA
Duncombe,Duncombe,42.4705257,-93.9935625,IA
Gowrie,Gowrie,42.2805316,-94.2907991,IA
Moorland,Moorland,42.441639,-94.2949662,IA
Lehigh,Lehigh,42.3599729,-94.0521771,IA
Fairbank,Fairbank,42.6391512,-92.0471199,IA
Independence,Independence,42.4685978,-91.8893386,IA
Jesup,Jesup,42.475543,-92.0637884,IA
Lamont,Lamont,42.5985957,-91.6421006,IA
Dunkerton,Dunkerton,42.5699858,-92.1604569,IA
Elk Run Heights,Elk Run Heights,42.4669324,-92.256572,IA
Gilbertville,Gilbertville,42.4161001,-92.2149046,IA
La Porte City,La Porte City,42.3149911,-92.1921275,IA
Moville,Moville,42.4888809,-96.0725193,IA
Lawton,Lawton,42.4786037,-96.1839121,IA
Early,Early,42.4613706,-95.1519373,IA
Nemaha,Nemaha,42.5158138,-95.0883246,IA
Odebolt,Odebolt,42.3122068,-95.2505501,IA
Lake View,Lake View,42.3116499,-95.053324,IA
Galva,Galva,42.5069289,-95.4172221,IA
Farnhamville,Farnhamville,42.2760896,-94.403859,IA
Jolley,Jolley,42.4788677,-94.7188696,IA
Knierim,Knierim,42.4555325,-94.456917,IA
Ellsworth,Ellsworth,42.3127598,-93.5788247,IA
Jewell Junction,Jewell Junction,42.3105346,-93.6399868,IA
Kamrar,Kamrar,42.3921997,-93.7293846,IA
New Providence,New Providence,42.2810955,-93.1715923,IA
Iowa Falls,Iowa Falls,42.5224799,-93.2513141,IA
